Symbol,Industry,Sector
STRA,Education & Training Services,Consumer Staples
STEL,Banks - Regional,Financials
NTST,REIT - Retail,Real Estate
HBNB,Real Estate Services,Real Estate
NWBI,Banks - Regional,Financials
DCO,Aerospace & Defense,Industrials
VERX,Software - Application,Technology
LTC,REIT - Healthcare Facilities,Real Estate
STC,Insurance - Property & Casualty,Financials
BRBR,Packaged Foods,Consumer Staples
TNET,Staffing & Employment Services,Industrials
CLBK,Banks - Regional,Financials
SEMR,Software - Application,Technology
PUMP,Oil & Gas Equipment & Services,Energy
IOSP,Specialty Chemicals,Materials
DGII,Communication Equipment,Technology
ZYME,Biotechnology,Healthcare
DFTX,Biotechnology,Healthcare
FLO,Packaged Foods,Consumer Staples
PHVS,Biotechnology,Healthcare
USAS,Other Industrial Metals & Mining,Materials
CHA,Restaurants,Consumer Discretionary
EPAC,Specialty Industrial Machinery,Industrials
TMC,Other Industrial Metals & Mining,Materials
COTY,Household & Personal Products,Consumer Staples
FCF,Banks - Regional,Financials
KMPR,Insurance - Property & Casualty,Financials
CMPR,Specialty Business Services,Industrials
PENN,Resorts & Casinos,Consumer Discretionary
BLBD,Farm & Heavy Construction Machinery,Industrials
ADUS,Medical Care Facilities,Healthcare
KOS,Oil & Gas Exploration & Production,Energy
AGIO,Biotechnology,Healthcare
INVX,Oil & Gas Equipment & Services,Energy
CHCO,Banks - Regional,Financials
RLAY,Biotechnology,Healthcare
APPN,Software - Infrastructure,Technology
WERN,Trucking,Industrials
IE,Copper,Materials
HMN,Insurance - Property & Casualty,Financials
NBHC,Banks - Regional,Financials
SPB,Household & Personal Products,Consumer Staples
BLKB,Software - Application,Technology
GTM,Software - Application,Technology
MQ,Software - Infrastructure,Technology
OFG,Banks - Regional,Financials
ARCO,Restaurants,Consumer Discretionary
SHO,REIT - Hotel & Motel,Real Estate
FUN,Leisure,Consumer Discretionary
IMKTA,Grocery Stores,Consumer Staples
AORT,Medical Devices,Healthcare
WMK,Grocery Stores,Consumer Staples
EVTC,Software - Infrastructure,Technology
MGNI,Advertising Agencies,Communication Services
MCRI,Resorts & Casinos,Consumer Discretionary
THR,Specialty Industrial Machinery,Industrials
INVA,Biotechnology,Healthcare
WGS,Diagnostics & Research,Healthcare
LILA,Telecom Services,Communication Services
MD,Medical Care Facilities,Healthcare
CAPR,Biotechnology,Healthcare
SMA,REIT - Industrial,Real Estate
SRCE,Banks - Regional,Financials
TSLX,Asset Management,Financials
ATEC,Medical Devices,Healthcare
TPB,Tobacco,Consumer Staples
ANAB,Biotechnology,Healthcare
NRP,Thermal Coal,Energy
EOSE,Electrical Equipment & Parts,Industrials
PAYO,Software - Infrastructure,Technology
OCUL,Biotechnology,Healthcare
RNW,Utilities - Renewable,Utilities
AESI,Oil & Gas Equipment & Services,Energy
FLNG,Oil & Gas Midstream,Energy
PBI,Integrated Freight & Logistics,Industrials
SION,Biotechnology,Healthcare
DHC,REIT - Healthcare Facilities,Real Estate
RAMP,Software - Infrastructure,Technology
AXGN,Medical Devices,Healthcare
ESTA,Medical Devices,Healthcare
FIHL,Insurance - Diversified,Financials
ALKT,Software - Application,Technology
GRC,Specialty Industrial Machinery,Industrials
CCS,Real Estate - Development,Real Estate
CNXC,Information Technology Services,Technology
NCNO,Software - Application,Technology
HLMN,Tools & Accessories,Industrials
AMSC,Specialty Industrial Machinery,Industrials
KRP,Oil & Gas Exploration & Production,Energy
ATEN,Software - Infrastructure,Technology
RUM,Internet Content & Information,Communication Services
LC,Banks - Regional,Financials
RES,Oil & Gas Equipment & Services,Energy
ADNT,Auto Parts,Consumer Discretionary
SLVM,Paper & Paper Products,Materials
PWP,Capital Markets,Financials
GBX,Railroads,Industrials
LU,Credit Services,Financials
ZD,Advertising Agencies,Communication Services
REX,Chemicals,Materials
ICHR,Semiconductor Equipment & Materials,Technology
RVLV,Internet Retail,Consumer Discretionary
SID,Steel,Materials
JBLU,Airlines,Industrials
OI,Packaging & Containers,Consumer Discretionary
TE,Electrical Equipment & Parts,Industrials
RDW,Aerospace & Defense,Industrials
QFIN,Credit Services,Financials
EZPW,Credit Services,Financials
RXRX,Biotechnology,Healthcare
SLNO,Biotechnology,Healthcare
ASGN,Information Technology Services,Technology
GABC,Banks - Regional,Financials
STGW,Advertising Agencies,Communication Services
ABR,REIT - Mortgage,Real Estate
DMRA,Biotechnology,Healthcare
AGM,Credit Services,Financials
RCAT,Aerospace & Defense,Industrials
HRMY,Biotechnology,Healthcare
SONO,Consumer Electronics,Technology
NVRI,Waste Management,Industrials
TV,Telecom Services,Communication Services
NRIX,Biotechnology,Healthcare
GCT,Software - Infrastructure,Technology
AHCO,Medical Devices,Healthcare
ANIP,Drug Manufacturers - Specialty & Generic,Healthcare
OGN,Drug Manufacturers - General,Healthcare
JJSF,Packaged Foods,Consumer Staples
KW,Real Estate Services,Real Estate
AGM.A,Credit Services,Financials
CLVT,Information Technology Services,Technology
MAZE,Biotechnology,Healthcare
PVLA,Biotechnology,Healthcare
GLP,Oil & Gas Midstream,Energy
DV,Advertising Agencies,Communication Services
AMLX,Drug Manufacturers - Specialty & Generic,Healthcare
STBA,Banks - Regional,Financials
QUBT,Computer Hardware,Technology
TCBK,Banks - Regional,Financials
BBAI,Information Technology Services,Technology
VCEL,Biotechnology,Healthcare
WINA,Specialty Retail,Consumer Discretionary
NGL,Oil & Gas Midstream,Energy
IMCR,Biotechnology,Healthcare
HLF,Packaged Foods,Consumer Staples
OMCL,Health Information Services,Healthcare
HLX,Oil & Gas Equipment & Services,Energy
PRCT,Medical Devices,Healthcare
LOB,Banks - Regional,Financials
NBTX,Biotechnology,Healthcare
SNDA,Medical Care Facilities,Healthcare
BFC,Banks - Regional,Financials
ECPG,Credit Services,Financials
SGRY,Medical Care Facilities,Healthcare
MXL,Semiconductors,Technology
ASAN,Software - Application,Technology
KARO,Software - Application,Technology
WD,Mortgage Finance,Financials
CTOS,Rental & Leasing Services,Industrials
CXM,Software - Application,Technology
GSHD,Insurance Brokers,Financials
NTLA,Biotechnology,Healthcare
UFPT,Medical Devices,Healthcare
OCS,Biotechnology,Healthcare
TIC,Specialty Business Services,Industrials
GENB,Biotechnology,Healthcare
NUVB,Biotechnology,Healthcare
ARI,REIT - Mortgage,Real Estate
TRVI,Biotechnology,Healthcare
EFC,REIT - Mortgage,Real Estate
ALGT,Airlines,Industrials
YELP,Internet Content & Information,Communication Services
UAN,Agricultural Inputs,Materials
TROX,Chemicals,Materials
IOVA,Biotechnology,Healthcare
PRKS,Leisure,Consumer Discretionary
NWL,Household & Personal Products,Consumer Staples
DCOM,Banks - Regional,Financials
INSP,Medical Devices,Healthcare
LILAK,Telecom Services,Communication Services
CNXN,Electronics & Computer Distribution,Technology
AIN,Textile Manufacturing,Consumer Discretionary
ATRC,Medical Instruments & Supplies,Healthcare
ARLO,Building Products & Equipment,Industrials
CET,Asset Management,Financials
HTZ,Rental & Leasing Services,Industrials
TNDM,Medical Devices,Healthcare
IIPR,REIT - Industrial,Real Estate
TILE,"Furnishings, Fixtures & Appliances",Consumer Discretionary
XHR,REIT - Hotel & Motel,Real Estate
LKFN,Banks - Regional,Financials
LPG,Oil & Gas Midstream,Energy
DQ,Semiconductor Equipment & Materials,Technology
ECVT,Specialty Chemicals,Materials
UPWK,Internet Content & Information,Communication Services
HIMX,Semiconductors,Technology
AMRC,Engineering & Construction,Industrials
PGNY,Healthcare Plans,Healthcare
AAT,REIT - Diversified,Real Estate
TUYA,Software - Infrastructure,Technology
SFL,Marine Shipping,Industrials
COHU,Semiconductor Equipment & Materials,Technology
PEB,REIT - Hotel & Motel,Real Estate
BY,Banks - Regional,Financials
WS,Steel,Materials
DOLE,Farm Products,Consumer Staples
CYD,Auto Manufacturers,Consumer Discretionary
PLSE,Medical Instruments & Supplies,Healthcare
KSS,Department Stores,Consumer Discretionary
HOPE,Banks - Regional,Financials
QCRH,Banks - Regional,Financials
CNL,Gold,Materials
NOMD,Packaged Foods,Consumer Staples
ESRT,REIT - Diversified,Real Estate
FLYW,Software - Infrastructure,Technology
NVAX,Biotechnology,Healthcare
PSIX,Specialty Industrial Machinery,Industrials
CTS,Electronic Components,Technology
BTX,Asset Management,Financials
AVAH,Medical Care Facilities,Healthcare
NSSC,Security & Protection Services,Industrials
LAC,Other Industrial Metals & Mining,Materials
OLPX,Specialty Retail,Consumer Discretionary
MBX,Biotechnology,Healthcare
DMLP,Oil & Gas Exploration & Production,Energy
RBCAA,Banks - Regional,Financials
SPH,Utilities - Regulated Gas,Utilities
PLPC,Electrical Equipment & Parts,Industrials
VOYG,Aerospace & Defense,Industrials
SLSR,Other Precious Metals & Mining,Materials
BOBS,"Furnishings, Fixtures & Appliances",Consumer Discretionary
ARDX,Biotechnology,Healthcare
ORC,REIT - Mortgage,Real Estate
TRS,Packaging & Containers,Consumer Discretionary
VTOL,Oil & Gas Equipment & Services,Energy
VIR,Biotechnology,Healthcare
ESBA,REIT - Office,Real Estate
PDFS,Software - Application,Technology
PRLB,Metal Fabrication,Industrials
RAPP,Biotechnology,Healthcare
NEXA,Other Industrial Metals & Mining,Materials
SMPL,Packaged Foods,Consumer Staples
DCH,Auto Parts,Consumer Discretionary
WLTH,Software - Application,Technology
AFYA,Education & Training Services,Consumer Staples
TFIN,Banks - Regional,Financials
PICS,Credit Services,Financials
MAN,Staffing & Employment Services,Industrials
GSL,Marine Shipping,Industrials
NBR,Oil & Gas Drilling,Energy
UVV,Tobacco,Consumer Staples
DEC,Oil & Gas Integrated,Energy
PRGO,Drug Manufacturers - Specialty & Generic,Healthcare
PDS,Oil & Gas Drilling,Energy
LZB,"Furnishings, Fixtures & Appliances",Consumer Discretionary
JKS,Solar,Technology
CNOB,Banks - Regional,Financials
SVRA,Biotechnology,Healthcare
LEG,"Furnishings, Fixtures & Appliances",Consumer Discretionary
BAK,Chemicals,Materials
EDN,Utilities - Regulated Electric,Utilities
HCSG,Medical Care Facilities,Healthcare
PGEN,Biotechnology,Healthcare
IRS,Real Estate Services,Real Estate
LINC,Education & Training Services,Consumer Staples
SKYT,Semiconductors,Technology
WEN,Restaurants,Consumer Discretionary
WWW,Footwear & Accessories,Consumer Discretionary
CSWC,Asset Management,Financials
SBH,Specialty Retail,Consumer Discretionary
RHLD,Specialty Business Services,Industrials
SILA,REIT - Healthcare Facilities,Real Estate
CBZ,Specialty Business Services,Industrials
CDRE,Aerospace & Defense,Industrials
MRLN,Credit Services,Financials
FBYD,Conglomerates,Industrials
CRI,Apparel Retail,Consumer Discretionary
PRA,Insurance - Property & Casualty,Financials
FOR,Real Estate - Development,Real Estate
KDK,Software - Infrastructure,Technology
HROW,Drug Manufacturers - Specialty & Generic,Healthcare
BHVN,Biotechnology,Healthcare
METCB,Coking Coal,Materials
IMTX,Biotechnology,Healthcare
UAMY,Other Industrial Metals & Mining,Materials
ENOV,Medical Devices,Healthcare
NVCR,Medical Devices,Healthcare
XZO,Insurance - Diversified,Financials
OBK,Banks - Regional,Financials
IRMD,Medical Devices,Healthcare
MLTX,Biotechnology,Healthcare
WABC,Banks - Regional,Financials
NPKI,Oil & Gas Equipment & Services,Energy
NVGS,Oil & Gas Midstream,Energy
IMOS,Semiconductors,Technology
LNN,Farm & Heavy Construction Machinery,Industrials
GLUE,Biotechnology,Healthcare
LADR,REIT - Mortgage,Real Estate
DFH,Residential Construction,Consumer Discretionary
ARDT,Medical Care Facilities,Healthcare
ATAI,Biotechnology,Healthcare
BST,Asset Management,Financials
TSAT,Communication Equipment,Technology
INR,Oil & Gas Exploration & Production,Energy
WBTN,Internet Content & Information,Communication Services
DLX,Conglomerates,Industrials
UMH,REIT - Residential,Real Estate
ORIC,Biotechnology,Healthcare
INOD,Information Technology Services,Technology
OPRA,Internet Content & Information,Communication Services
DSL,Asset Management - Income,Financials
ALX,REIT - Retail,Real Estate
CCEC,Marine Shipping,Industrials
IAUX,Gold,Materials
DSGR,Industrial Distribution,Industrials
PSEC,Asset Management,Financials
MSDL,Asset Management,Financials
ACDC,Oil & Gas Equipment & Services,Energy
NAT,Oil & Gas Midstream,Energy
WVE,Biotechnology,Healthcare
WKC,Oil & Gas Refining & Marketing,Energy
ASTH,Medical Care Facilities,Healthcare
ASTE,Farm & Heavy Construction Machinery,Industrials
BCAX,Biotechnology,Healthcare
ROCK,Building Products & Equipment,Industrials
OLMA,Biotechnology,Healthcare
SBET,Capital Markets,Financials
BITF,Capital Markets,Financials
DAO,Education & Training Services,Consumer Staples
IDT,Telecom Services,Communication Services
TRIN,Asset Management,Financials
GIC,Industrial Distribution,Industrials
TNC,Specialty Industrial Machinery,Industrials
ICFI,Consulting Services,Industrials
WLDN,Engineering & Construction,Industrials
GPRE,Chemicals,Materials
FINV,Credit Services,Financials
TWO,REIT - Mortgage,Real Estate
CRVS,Biotechnology,Healthcare
LSPD,Software - Application,Technology
DFIN,Software - Application,Technology
CCO,Advertising Agencies,Communication Services
LXU,Chemicals,Materials
TSHA,Biotechnology,Healthcare
LOMA,Building Materials,Materials
PRGS,Software - Infrastructure,Technology
SGML,Other Industrial Metals & Mining,Materials
ENR,Electrical Equipment & Parts,Industrials
GILT,Communication Equipment,Technology
CBL,REIT - Retail,Real Estate
TRIP,Travel Services,Consumer Discretionary
IQ,Entertainment,Communication Services
TTI,Conglomerates,Industrials
TEN,Oil & Gas Midstream,Energy
MUX,Other Precious Metals & Mining,Materials
WLFC,Rental & Leasing Services,Industrials
PRG,Rental & Leasing Services,Industrials
KMTS,Medical Instruments & Supplies,Healthcare
BFS,REIT - Retail,Real Estate
DBVT,Biotechnology,Healthcare
GLDD,Engineering & Construction,Industrials
AMAL,Banks - Regional,Financials
USPH,Medical Care Facilities,Healthcare
PEBO,Banks - Regional,Financials
AI,Software - Infrastructure,Technology
RLJ,REIT - Hotel & Motel,Real Estate
PHAR,Biotechnology,Healthcare
ELE,Other Precious Metals & Mining,Materials
ARRY,Solar,Technology
SCL,Specialty Chemicals,Materials
GIII,Apparel Manufacturing,Consumer Discretionary
RDWR,Software - Infrastructure,Technology
CCB,Banks - Regional,Financials
XPEL,Auto Parts,Consumer Discretionary
SBR,Oil & Gas Midstream,Energy
SHLS,Solar,Technology
GOLD,Capital Markets,Financials
OUST,Electronic Components,Technology
ENVX,Electrical Equipment & Parts,Industrials
VIA,Software - Application,Technology
SVV,Specialty Retail,Consumer Discretionary
TRUP,Insurance - Property & Casualty,Financials
AGBK,Banks - Regional,Financials
FIVN,Software - Infrastructure,Technology
TMP,Banks - Regional,Financials
LIND,Travel Services,Consumer Discretionary
IVA,Biotechnology,Healthcare
RYZ,Metal Fabrication,Industrials
ASA,Asset Management,Financials
VZLA,Other Industrial Metals & Mining,Materials
PXED,Education & Training Services,Consumer Staples
DEA,REIT - Office,Real Estate
LUCK,Leisure,Consumer Discretionary
CTBI,Banks - Regional,Financials
PFBC,Banks - Regional,Financials
HSLV,Silver,Materials
BV,Specialty Business Services,Industrials
TIGR,Capital Markets,Financials
LWLG,Specialty Chemicals,Materials
LUXE,Luxury Goods,Consumer Discretionary
JBGS,REIT - Office,Real Estate
RERE,Internet Retail,Consumer Discretionary
INNV,Medical Care Facilities,Healthcare
SEPN,Biotechnology,Healthcare
FMBH,Banks - Regional,Financials
GENI,Internet Content & Information,Communication Services
CNMD,Medical Devices,Healthcare
UTZ,Packaged Foods,Consumer Staples
